SeqID;Isolate_Id;Isolate_Name;;Location;lat;lon;Host;Collection_Date;;;
>EPI_ISL_267261|A/mallard_duck/Netherlands/21/2014|A_/_H4N6;EPI_ISL_267261;A/mallard_duck/Netherlands/21/2014;A / H4N6;Europe / Netherlands;;;Anas platyrhynchos;2014-08-26;;;
>EPI_ISL_267278|A/mallard_duck/Sweden/139579/2012|A_/_H15N5;EPI_ISL_267278;A/mallard_duck/Sweden/139579/2012;A / H15N5;Europe / Sweden;;;Anas platyrhynchos;2012-11-28;;;
>EPI_ISL_267284|A/mallard_duck/Netherlands/6/2012|A_/_H1N1;EPI_ISL_267284;A/mallard_duck/Netherlands/6/2012;A / H1N1;Europe / Netherlands;;;Anas platyrhynchos;2012-02-23;;;
>EPI_ISL_267293|A/tufted_duck/Georgia/1/2012|A_/_H2N3;EPI_ISL_267293;A/tufted_duck/Georgia/1/2012;A / H2N3;Asia / Georgia;;;Aythya fuligula;2012-12-22;;;
>EPI_ISL_267297|A/mallard_duck/Netherlands/16/2014|A_/_H2N9;EPI_ISL_267297;A/mallard_duck/Netherlands/16/2014;A / H2N9;Europe / Netherlands;;;Anas platyrhynchos;2014-08-29;;;
>EPI_ISL_267317|A/mallard_duck/Netherlands/26/2014|A_/_H1N1;EPI_ISL_267317;A/mallard_duck/Netherlands/26/2014;A / H1N1;Europe / Netherlands;;;Anas platyrhynchos;2014-09-15;;;
>EPI_ISL_267318|A/mallard_duck/Netherlands/2/2014|A_/_H10N7;EPI_ISL_267318;A/mallard_duck/Netherlands/2/2014;A / H10N7;Europe / Netherlands;;;Anas platyrhynchos;2014-02-17;;;
>EPI_ISL_267342|A/mallard_duck/Netherlands/2/2013|A_/_H3N6;EPI_ISL_267342;A/mallard_duck/Netherlands/2/2013;A / H3N6;Europe / Netherlands;;;Anas platyrhynchos;2013-09-10;;;
>EPI_ISL_267350|A/mallard_duck/Georgia/3/2012|A_/_H7N3;EPI_ISL_267350;A/mallard_duck/Georgia/3/2012;A / H7N3;Asia / Georgia;;;Anas platyrhynchos;2012-01-30;;;
>EPI_ISL_267352|A/mallard_duck/Netherlands/9/2014|A_/_H6N2;EPI_ISL_267352;A/mallard_duck/Netherlands/9/2014;A / H6N2;Europe / Netherlands;;;Anas platyrhynchos;2014-10-28;;;
>EPI_ISL_267359|A/mallard_duck/Netherlands/2/2004|A_/_H6N8;EPI_ISL_267359;A/mallard_duck/Netherlands/2/2004;A / H6N8;Europe / Netherlands;;;Anas platyrhynchos;2004-09-27;;;
>EPI_ISL_267368|A/European_herring_gull/Netherlands/1/2015|A_/_H11N9;EPI_ISL_267368;A/European_herring_gull/Netherlands/1/2015;A / H11N9;Europe / Netherlands;;;Larus argentatus;2015-01-16;;;
>EPI_ISL_267386|A/mallard_duck/Netherlands/34/2010|A_/_H3N2;EPI_ISL_267386;A/mallard_duck/Netherlands/34/2010;A / H3N2;Europe / Netherlands;;;Anas platyrhynchos;2010-10-08;;;
>EPI_ISL_267387|A/mallard_duck/Netherlands/24/2011|A_/_H2N3;EPI_ISL_267387;A/mallard_duck/Netherlands/24/2011;A / H2N3;Europe / Netherlands;;;Anas platyrhynchos;2011-10-03;;;
>EPI_ISL_267389|A/mallard_duck/Netherlands/24/2014|A_/_H7N3;EPI_ISL_267389;A/mallard_duck/Netherlands/24/2014;A / H7N3;Europe / Netherlands;;;Anas platyrhynchos;2014-09-30;;;
>EPI_ISL_267395|A/mallard_duck/Sweden/139752/2012|A_/_H15N5;EPI_ISL_267395;A/mallard_duck/Sweden/139752/2012;A / H15N5;Europe / Sweden;;;Anas platyrhynchos;2012-12-03;;;
>EPI_ISL_267408|A/mallard_duck/Sweden/139647/2012|A_/_H15N5;EPI_ISL_267408;A/mallard_duck/Sweden/139647/2012;A / H15N5;Europe / Sweden;;;Anas platyrhynchos;2012-11-30;;;
>EPI_ISL_267421|A/mallard_duck/Sweden/139703/2012|A_/_H15N5;EPI_ISL_267421;A/mallard_duck/Sweden/139703/2012;A / H15N5;Europe / Sweden;;;Anas platyrhynchos;2012-12-01;;;
>EPI_ISL_2747|A/turkey/Italy/4169/99|A_/_H7N1;EPI_ISL_2747;A/turkey/Italy/4169/99;A / H7N1;Europe / Italy;;;Turkey;1999;;;
>EPI_ISL_277425|A/crane/Kagoshima/KU-T40/2015|A_/_H11N9;EPI_ISL_277425;A/crane/Kagoshima/KU-T40/2015;A / H11N9;Asia / Japan / Kagoshima;;;Other avian;2015;;;
>EPI_ISL_277426|A/duck/Kagoshima/KU57/2014|A_/_H11N9;EPI_ISL_277426;A/duck/Kagoshima/KU57/2014;A / H11N9;Asia / Japan / Kagoshima;;;Duck;2014;;;
>EPI_ISL_290236|A/duck/Mongolia/262/2011|A_/_H4N6;EPI_ISL_290236;A/duck/Mongolia/262/2011;A / H4N6;Asia / Mongolia;;;Duck;2011-09-01;;;
>EPI_ISL_290238|A/duck/Mongolia/278/2011|A_/_H3N8;EPI_ISL_290238;A/duck/Mongolia/278/2011;A / H3N8;Asia / Mongolia;;;Duck;2011-08-28;;;
>EPI_ISL_290239|A/duck/Mongolia/279/2011|A_/_H3N8;EPI_ISL_290239;A/duck/Mongolia/279/2011;A / H3N8;Asia / Mongolia;;;Duck;2011-08-28;;;
>EPI_ISL_290246|A/duck/Mongolia/394/2011|A_/_H3N8;EPI_ISL_290246;A/duck/Mongolia/394/2011;A / H3N8;Asia / Mongolia;;;Duck;2011-09-01;;;
>EPI_ISL_290247|A/duck/Mongolia/395/2011|A_/_H3N8;EPI_ISL_290247;A/duck/Mongolia/395/2011;A / H3N8;Asia / Mongolia;;;Duck;2011-09-01;;;
>EPI_ISL_290248|A/duck/Mongolia/398/2011|A_/_H3N8;EPI_ISL_290248;A/duck/Mongolia/398/2011;A / H3N8;Asia / Mongolia;;;Duck;2011-08-28;;;
>EPI_ISL_290249|A/duck/Mongolia/402/2011|A_/_H3N8;EPI_ISL_290249;A/duck/Mongolia/402/2011;A / H3N8;Asia / Mongolia;;;Duck;2011-08-28;;;
>EPI_ISL_291184|A/Mallard/Netherlands/11013808/2011|A_/_H3N8;EPI_ISL_291184;A/Mallard/Netherlands/11013808/2011;A / H3N8;Europe / Netherlands / Provincie Utrecht / Gemeente Bunschoten;;;Anas platyrhynchos;2011-08-02;;;
>EPI_ISL_291186|A/Common_Teal/Netherlands/12002960/2012|A_/_H8N4;EPI_ISL_291186;A/Common_Teal/Netherlands/12002960/2012;A / H8N4;Europe / Netherlands / Provincie Noord-Holland / Nieuw Vennep;;;Anas crecca;2012-02-12;;;
>EPI_ISL_291187|A/Mallard/Netherlands/12005909/2012|A_/_H1N1;EPI_ISL_291187;A/Mallard/Netherlands/12005909/2012;A / H1N1;Europe / Netherlands / Provincie Friesland / Creil;;;Anas platyrhynchos;2012-03-16;;;
>EPI_ISL_291191|A/Mallard/Netherlands/15011910/2015|A_/_H12N5;EPI_ISL_291191;A/Mallard/Netherlands/15011910/2015;A / H12N5;Europe / Netherlands / South Holland / Groot Ammers;;;Anas platyrhynchos;2015-08-06;;;
>EPI_ISL_291192|A/Mallard/Netherlands/15013156/2015|A_/_H12N5;EPI_ISL_291192;A/Mallard/Netherlands/15013156/2015;A / H12N5;Europe / Netherlands;;;Anas platyrhynchos;2015-09-06;;;
>EPI_ISL_291193|A/Mallard/Netherlands/09014545/2009|A_/_H4N6;EPI_ISL_291193;A/Mallard/Netherlands/09014545/2009;A / H4N6;Europe / Netherlands;;;Anas platyrhynchos;2009-08-12;;;
>EPI_ISL_291195|A/Mallard/Netherlands/14016619/2014|A_/_H3N6;EPI_ISL_291195;A/Mallard/Netherlands/14016619/2014;A / H3N6;Europe / Netherlands / Provincie Utrecht / Gemeente Lopik;;;Anas platyrhynchos;2014-12-03;;;
>EPI_ISL_292794|A/Wild_bird/Korea/A41/2012|A_/_H1N1;EPI_ISL_292794;A/Wild_bird/Korea/A41/2012;A / H1N1;Asia / South Korea;;;Avian;2012-12-21;;;
>EPI_ISL_293990|A/duck/Hokkaido/10/2015|A_/_H3N6;EPI_ISL_293990;A/duck/Hokkaido/10/2015;A / H3N6;Asia / Japan / Hokkaido;;;Duck;2015-10-09;;;
>EPI_ISL_294001|A/duck/Mongolia/17/2011|A_/_H4N3;EPI_ISL_294001;A/duck/Mongolia/17/2011;A / H4N3;Asia / Mongolia;;;Duck;2011-08-26;;;
>EPI_ISL_294758|A/mallard/France/150018/2015|A_/_H5N1;EPI_ISL_294758;A/mallard/France/150018/2015;A / H5N1;Europe / France;;;Anas platyrhynchos;2015-02-19;;;
>EPI_ISL_298532|A/duck/Mongolia/405/2011|A_/_H3N8;EPI_ISL_298532;A/duck/Mongolia/405/2011;A / H3N8;Asia / Mongolia;;;Duck;2011-08-28;;;
>EPI_ISL_298539|A/duck/Mongolia/53/2011|A_/_H3N8;EPI_ISL_298539;A/duck/Mongolia/53/2011;A / H3N8;Asia / Mongolia;;;Duck;2011-09-01;;;
>EPI_ISL_298609|A/duck/Mongolia/675/2010|A_/_H1N1;EPI_ISL_298609;A/duck/Mongolia/675/2010;A / H1N1;Asia / Mongolia;;;Duck;2010-08-29;;;
>EPI_ISL_302809|A/Bean_Goose/Hubei/chenhu_IX25/2015|A_/_H1N1;EPI_ISL_302809;A/Bean_Goose/Hubei/chenhu_IX25/2015;A / H1N1;Asia / China / Hubei Province;;;Anser anser;2015-03-09;;;
>EPI_ISL_309175|A/duck/Bangladesh/824/2009|A_/_H10N7;EPI_ISL_309175;A/duck/Bangladesh/824/2009;A / H10N7;Asia / Bangladesh;;;Anas sp.;2009-01-11;;;
>EPI_ISL_309176|A/duck/Bangladesh/8987/2010|A_/_H10N9;EPI_ISL_309176;A/duck/Bangladesh/8987/2010;A / H10N9;Asia / Bangladesh;;;Anas sp.;2010-10-15;;;
>EPI_ISL_309177|A/duck/Bangladesh/822/2009|A_/_H10N7;EPI_ISL_309177;A/duck/Bangladesh/822/2009;A / H10N7;Asia / Bangladesh;;;Anas sp.;2009-01-11;;;
>EPI_ISL_309178|A/chicken/Bangladesh/842/2009|A_/_H10N7;EPI_ISL_309178;A/chicken/Bangladesh/842/2009;A / H10N7;Asia / Bangladesh;;;Gallus gallus;2009-01-11;;;
>EPI_ISL_309179|A/duck/Bangladesh/821/2009|A_/_H10N7;EPI_ISL_309179;A/duck/Bangladesh/821/2009;A / H10N7;Asia / Bangladesh;;;Anas sp.;2009-01-11;;;
>EPI_ISL_309180|A/duck/Bangladesh/8988/2010|A_/_H10N9;EPI_ISL_309180;A/duck/Bangladesh/8988/2010;A / H10N9;Asia / Bangladesh;;;Anas sp.;2010-10-15;;;
>EPI_ISL_309208|A/mandarin_duck/Korea/H994-7/2017|A_/_H7N1;EPI_ISL_309208;A/mandarin_duck/Korea/H994-7/2017;A / H7N1;Asia / South Korea;;;Aix galericulata;2017-03-08;;;
>EPI_ISL_309232|A/environment/Korea/A01-1/2013|A_/_H7N1;EPI_ISL_309232;A/environment/Korea/A01-1/2013;A / H7N1;Asia / South Korea;;;Environment;2013-02-04;;;
>EPI_ISL_309800|A/Chicken/Netherlands/10009401/2010|A_/_H8N4;EPI_ISL_309800;A/Chicken/Netherlands/10009401/2010;A / H8N4;Europe / Netherlands / Provincie Friesland / Hiaure;;;Chicken;2010-06-04;;;
>EPI_ISL_309804|A/Chicken/Netherlands/11004004/2011|A_/_H8N4;EPI_ISL_309804;A/Chicken/Netherlands/11004004/2011;A / H8N4;Europe / Netherlands / Provincie Utrecht / Vreeland;;;Chicken;2011-03-09;;;
>EPI_ISL_309805|A/Chicken/Netherlands/11004875/2011|A_/_H7N1;EPI_ISL_309805;A/Chicken/Netherlands/11004875/2011;A / H7N1;Europe / Netherlands / Provincie Zeeland / Schore;;;Chicken;2011-03-22;;;
>EPI_ISL_309806|A/Chicken/Netherlands/11008325/2011|A_/_H8N4;EPI_ISL_309806;A/Chicken/Netherlands/11008325/2011;A / H8N4;Europe / Netherlands / Provincie Gelderland / Lunteren;;;Chicken;2011-05-10;;;
>EPI_ISL_309810|A/Chicken/Netherlands/12014794/2012|A_/_H7N7;EPI_ISL_309810;A/Chicken/Netherlands/12014794/2012;A / H7N7;Europe / Netherlands / Provincie Utrecht / Hagestein;;;Chicken;2012-08-09;;;
>EPI_ISL_309812|A/Chicken/Netherlands/13003983/2013|A_/_H7N7;EPI_ISL_309812;A/Chicken/Netherlands/13003983/2013;A / H7N7;Europe / Netherlands / Provincie Flevoland / Gemeente Zeewolde;;;Chicken;2013-03-18;;;
>EPI_ISL_309818|A/Chicken/Netherlands/14004070/2014|A_/_H9N1;EPI_ISL_309818;A/Chicken/Netherlands/14004070/2014;A / H9N1;Europe / Netherlands / Provincie Groningen / Uithuizermeeden;;;Chicken;2014-03-26;;;
>EPI_ISL_309829|A/Chicken/Netherlands/15005968-056-060/2015|A_/_H5N2;EPI_ISL_309829;A/Chicken/Netherlands/15005968-056-060/2015;A / H5N2;Europe / Netherlands / North Brabant / Milheeze;;;Chicken;2015-04-02;;;
>EPI_ISL_309833|A/Duck/Netherlands/14015610/2014|A_/_H6N2;EPI_ISL_309833;A/Duck/Netherlands/14015610/2014;A / H6N2;Europe / Netherlands / Provincie Utrecht / Gemeente Lopik;;;Duck;2014-11-17;;;
>EPI_ISL_309835|A/Duck/Netherlands/14016396/2014|A_/_H6N2;EPI_ISL_309835;A/Duck/Netherlands/14016396/2014;A / H6N2;Europe / Netherlands / Provincie Gelderland / Hierden;;;Duck;2014-11-25;;;
>EPI_ISL_309843|A/Chicken/Netherlands/13003953/2013|A_/_H7N7;EPI_ISL_309843;A/Chicken/Netherlands/13003953/2013;A / H7N7;Europe / Netherlands / Provincie Flevoland / Gemeente Zeewolde;;;Chicken;2013-03-15;;;
>EPI_ISL_309929|A/Chicken/Netherlands/11008327/2011|A_/_H7N7;EPI_ISL_309929;A/Chicken/Netherlands/11008327/2011;A / H7N7;Europe / Netherlands / Provincie Gelderland / Kootwijkerbroek;;;Chicken;2011-05-12;;;
>EPI_ISL_309930|A/Chicken/Netherlands/14016059/2014|A_/_H6N2;EPI_ISL_309930;A/Chicken/Netherlands/14016059/2014;A / H6N2;Europe / Netherlands / South Holland / Bodegraven;;;Chicken;2014-11-22;;;
>EPI_ISL_327777|A/duck/France/161005/2016|A_/_H3N2;EPI_ISL_327777;A/duck/France/161005/2016;A / H3N2;Europe / France;;;Anas platyrhynchos;2016-03-13;;;
>EPI_ISL_328956|A/mallard_duck/Netherlands/59/2015|A_/_H6N5;EPI_ISL_328956;A/mallard_duck/Netherlands/59/2015;A / H6N5;Europe / Netherlands;;;Anas platyrhynchos;2015-09-05;;;
>EPI_ISL_328957|A/mallard_duck/Netherlands/60/2015|A_/_H6N5;EPI_ISL_328957;A/mallard_duck/Netherlands/60/2015;A / H6N5;Europe / Netherlands;;;Anas platyrhynchos;2015-09-12;;;
>EPI_ISL_328998|A/mallard_duck/Netherlands/11/2013|A_/_H7N7;EPI_ISL_328998;A/mallard_duck/Netherlands/11/2013;A / H7N7;Europe / Netherlands;;;Anas platyrhynchos;2013-12-09;;;
>EPI_ISL_329034|A/mallard_duck/Netherlands/23/2014|A_/_H1N1;EPI_ISL_329034;A/mallard_duck/Netherlands/23/2014;A / H1N1;Europe / Netherlands;;;Anas platyrhynchos;2014-09-15;;;
>EPI_ISL_332687|A/mallard/Toguchin/13/2017|A_/_H4N6;EPI_ISL_332687;A/mallard/Toguchin/13/2017;A / H4N6;Europe / Russian Federation / Novosibirsk Oblast / Toguchinsky District;;;Anas platyrhynchos;2017-09-03;;;
>EPI_ISL_332690|A/mallard/Toguchin/19/2017|A_/_H4N6;EPI_ISL_332690;A/mallard/Toguchin/19/2017;A / H4N6;Europe / Russian Federation / Novosibirsk Oblast / Toguchinsky District;;;Anas platyrhynchos;2017-09-03;;;
>EPI_ISL_337394|A/shoveler/Russia_Primorje/18-1069/2018|A_/_H1N1;EPI_ISL_337394;A/shoveler/Russia_Primorje/18-1069/2018;A / H1N1;Europe / Russian Federation;;;Anas clypeata;2018-04-14;;;
>EPI_ISL_337398|A/mallard/Buryatia/114/2018|A_/_H3N2;EPI_ISL_337398;A/mallard/Buryatia/114/2018;A / H3N2;Europe / Russian Federation;;;Anas platyrhynchos;2018-09-15;;;
>EPI_ISL_337400|A/teal/Buryatia/100/2018|A_/_H4N6;EPI_ISL_337400;A/teal/Buryatia/100/2018;A / H4N6;Europe / Russian Federation;;;Anas crecca;2018-09-14;;;
>EPI_ISL_338328|A/teal/Buryatia/57/2018|A_/_H4N6;EPI_ISL_338328;A/teal/Buryatia/57/2018;A / H4N6;Europe / Russian Federation;;;Anas crecca;2018-08-26;;;
>EPI_ISL_338358|A/mallard/Novosibirsk_region/988k/2018|A_/_H4N6;EPI_ISL_338358;A/mallard/Novosibirsk_region/988k/2018;A / H4N6;Europe / Russian Federation;;;Anas platyrhynchos;2018-10-01;;;
>EPI_ISL_339039|A/teal/Russia_Primorje/18-1101/2018|A_/_H1N1;EPI_ISL_339039;A/teal/Russia_Primorje/18-1101/2018;A / H1N1;Europe / Russian Federation;;;Anas crecca;2018-04-21;;;
>EPI_ISL_3548|A/mallard/Netherlands/12/00|A_/_H7N3;EPI_ISL_3548;A/mallard/Netherlands/12/00;A / H7N3;Europe / Netherlands;;;Anas platyrhynchos;2000;;;
>EPI_ISL_362149|A/Chicken/Netherlands/15004745-001-005/2015|A_/_H7N7;EPI_ISL_362149;A/Chicken/Netherlands/15004745-001-005/2015;A / H7N7;Europe / Netherlands / Provincie Gelderland / Barneveld;;;Gallus gallus domesticus;2019-03-12;;;
>EPI_ISL_368347|A/Anas_falcata/China/D257/2015|A_/_H11N8;EPI_ISL_368347;A/Anas_falcata/China/D257/2015;A / H11N8;Asia / China;;;Anas falcata;2015-02-06;;;
>EPI_ISL_368348|A/Anser_fabalis/China/664/2014|A_/_H11N8;EPI_ISL_368348;A/Anser_fabalis/China/664/2014;A / H11N8;Asia / China;;;Anser fabalis;2014-12-19;;;
>EPI_ISL_368642|A/duck/Mongolia/837/2015|A_/_H1N1;EPI_ISL_368642;A/duck/Mongolia/837/2015;A / H1N1;Asia / Mongolia;;;Duck;2015-09-01;;;
>EPI_ISL_370664|A/duck/Hokkaido/59/2007|A_/_H7N7;EPI_ISL_370664;A/duck/Hokkaido/59/2007;A / H7N7;Asia / Japan / Hokkaido;;;Duck;2007-08-26;;;
>EPI_ISL_370665|A/duck/Hokkaido/W103/2017|A_/_H5N2;EPI_ISL_370665;A/duck/Hokkaido/W103/2017;A / H5N2;Asia / Japan / Hokkaido;;;Duck;2017-10-26;;;
>EPI_ISL_370668|A/duck/Hokkaido/W144/2017|A_/_H3N2;EPI_ISL_370668;A/duck/Hokkaido/W144/2017;A / H3N2;Asia / Japan / Hokkaido;;;Duck;2017-10-26;;;
>EPI_ISL_370669|A/duck/Hokkaido/W151/2017|A_/_H3N2;EPI_ISL_370669;A/duck/Hokkaido/W151/2017;A / H3N2;Asia / Japan / Hokkaido;;;Duck;2017-10-26;;;
>EPI_ISL_370670|A/duck/Hokkaido/W154/2017|A_/_H3N2;EPI_ISL_370670;A/duck/Hokkaido/W154/2017;A / H3N2;Asia / Japan / Hokkaido;;;Duck;2017-10-26;;;
>EPI_ISL_373082|A/Mallard/Netherlands/8/2013|A_/_H3N8;EPI_ISL_373082;A/Mallard/Netherlands/8/2013;A / H3N8;Europe / Netherlands;;;Anas platyrhynchos;2013-10-08;;;
>EPI_ISL_373088|A/Mallard/Netherlands/3/2013|A_/_H3N6;EPI_ISL_373088;A/Mallard/Netherlands/3/2013;A / H3N6;Europe / Netherlands;;;Anas platyrhynchos;2013-09-10;;;
>EPI_ISL_376198|A/mallard/Netherlands/73/2017|A_/_H4N6;EPI_ISL_376198;A/mallard/Netherlands/73/2017;A / H4N6;Europe / Netherlands;;;Anas platyrhynchos;2017-08-01;;;
>EPI_ISL_376205|A/mallard/Netherlands/27/2017|A_/_H4N6;EPI_ISL_376205;A/mallard/Netherlands/27/2017;A / H4N6;Europe / Netherlands;;;Anas platyrhynchos;2017-07-28;;;
>EPI_ISL_376208|A/mallard/Netherlands/89/2017|A_/_H4N6;EPI_ISL_376208;A/mallard/Netherlands/89/2017;A / H4N6;Europe / Netherlands;;;Anas platyrhynchos;2017-08-26;;;
>EPI_ISL_378366|A/Eurasian_Wigeon/Netherlands/5/2007|A_/_H7N7;EPI_ISL_378366;A/Eurasian_Wigeon/Netherlands/5/2007;A / H7N7;Europe / Netherlands;;;Mareca penelope;2007-10-22;;;
>EPI_ISL_379990|A/Iceland_gull/Iceland/4402/2015|A_/_H10N7;EPI_ISL_379990;A/Iceland_gull/Iceland/4402/2015;A / H10N7;Europe / Iceland;;;Iceland gull;2015-11;;;
>EPI_ISL_379991|A/glaucous_gull/Iceland/4270/2015|A_/_H10N7;EPI_ISL_379991;A/glaucous_gull/Iceland/4270/2015;A / H10N7;Europe / Iceland;;;Glaucous gull;2015-11;;;
>EPI_ISL_379992|A/glaucous_gull/Iceland/4552/2015|A_/_H10N7;EPI_ISL_379992;A/glaucous_gull/Iceland/4552/2015;A / H10N7;Europe / Iceland;;;Glaucous gull;2015-11;;;
>EPI_ISL_387343|A/duck/Viet_Nam/HN-2430/2015|A;EPI_ISL_387343;A/duck/Viet_Nam/HN-2430/2015;A;Asia / Vietnam;;;Duck;2015-01-10;;;
>EPI_ISL_387963|A/teal/Egypt/MB-D-148OP/2015|A_/_H10N7;EPI_ISL_387963;A/teal/Egypt/MB-D-148OP/2015;A / H10N7;Africa / Egypt;;;Anas sp.;2015-01-27;;;
>EPI_ISL_387969|A/teal/Egypt/MB-D-125OP/2015|A_/_H7N3;EPI_ISL_387969;A/teal/Egypt/MB-D-125OP/2015;A / H7N3;Africa / Egypt;;;Anas sp.;2015-01-27;;;
>EPI_ISL_393322|A/duck/Vietnam/HU10-1743/2018|A_/_H6N6;EPI_ISL_393322;A/duck/Vietnam/HU10-1743/2018;A / H6N6;Asia / Vietnam;;;Anas platyrhynchos var. domesticus;2018-08-30;;;
>EPI_ISL_395095|A/wild_bird/Hunan/1.18_YYDTHBDF36-1/2019(H9N2)|A_/_H9N2;EPI_ISL_395095;A/wild_bird/Hunan/1.18_YYDTHBDF36-1/2019(H9N2);A / H9N2;Asia / China / Hunan Province;;;Avian;2019-01-18;;;
>EPI_ISL_398133|A/wild_bird/Hunan/12.02_YYDTHBA326/2018|A_/_H9N2;EPI_ISL_398133;A/wild_bird/Hunan/12.02_YYDTHBA326/2018;A / H9N2;Asia / China / Hunan Province;;;Avian;2018-12-02;;;
>EPI_ISL_398135|A/wild_bird/Hunan/01.18_YYDTHBD77/2019(H9N2)|A_/_H9N2;EPI_ISL_398135;A/wild_bird/Hunan/01.18_YYDTHBD77/2019(H9N2);A / H9N2;Asia / China / Hunan Province;;;Avian;2019-01-18;;;
>EPI_ISL_398142|A/wild_bird/Hunan/01.18_YYDTHBDS10/2019(H9N2)|A_/_H9N2;EPI_ISL_398142;A/wild_bird/Hunan/01.18_YYDTHBDS10/2019(H9N2);A / H9N2;Asia / China / Hunan Province;;;Avian;2019-01-18;;;
>EPI_ISL_398184|A/wild_bird/Hunan/1.18_YYDTHBD114/2019(H9N2)|A_/_H9N2;EPI_ISL_398184;A/wild_bird/Hunan/1.18_YYDTHBD114/2019(H9N2);A / H9N2;Asia / China / Hunan Province;;;Avian;2019-01-18;;;
>EPI_ISL_398185|A/wild_bird/Hunan/12.02_YYDTHBA334/2018(H9N2)|A_/_H9N2;EPI_ISL_398185;A/wild_bird/Hunan/12.02_YYDTHBA334/2018(H9N2);A / H9N2;Asia / China / Hunan Province;;;Avian;2018-12-02;;;
>EPI_ISL_398186|A/wild_bird/Hunan/1.18_YYDTHBD241/2019(H9N2)|A_/_H9N2;EPI_ISL_398186;A/wild_bird/Hunan/1.18_YYDTHBD241/2019(H9N2);A / H9N2;Asia / China / Hunan Province;;;Avian;2019-01-18;;;
>EPI_ISL_399472|A/Anas_platyrhynchos/Belgium/2322/2015|A_/_H11N7;EPI_ISL_399472;A/Anas_platyrhynchos/Belgium/2322/2015;A / H11N7;Europe / Belgium;;;Anas platyrhynchos;2015-09-29;;;
>EPI_ISL_399475|A/Anas_platyrhynchos/Belgium/11089/2016|A_/_H11N2;EPI_ISL_399475;A/Anas_platyrhynchos/Belgium/11089/2016;A / H11N2;Europe / Belgium;;;Anas platyrhynchos;2016-11-26;;;
>EPI_ISL_399550|A/Anas_platyrhynchos/Belgium/4660/2015|A_/_H6N2;EPI_ISL_399550;A/Anas_platyrhynchos/Belgium/4660/2015;A / H6N2;Europe / Belgium;;;Anas platyrhynchos;2015-09-18;;;
>EPI_ISL_399552|A/Anas_platyrhynchos/Belgium/11186-34/2016|A_/_H6N8;EPI_ISL_399552;A/Anas_platyrhynchos/Belgium/11186-34/2016;A / H6N8;Europe / Belgium;;;Anas platyrhynchos;2016-09-08;;;
>EPI_ISL_399580|A/Anas_crecca/Belgium/9685/2016|A_/_H6N2;EPI_ISL_399580;A/Anas_crecca/Belgium/9685/2016;A / H6N2;Europe / Belgium;;;Anas crecca;2016-10-13;;;
>EPI_ISL_399731|A/mallard/Ukraine/AN-42-15-02/2011|A_/_H7N3;EPI_ISL_399731;A/mallard/Ukraine/AN-42-15-02/2011;A / H7N3;Europe / Ukraine;;;Mallard;2011-02-15;;;
>EPI_ISL_4031112|A/duck/Kerala/DUTR1411100009/2014|A_/_H3N8;EPI_ISL_4031112;A/duck/Kerala/DUTR1411100009/2014;A / H3N8;Asia / India / Kerala;;;Duck;2014-11-28;;;
>EPI_ISL_4071220|A/Mallard_(Anas_platyrhynchos)/South_Korea/KNU2019-42/2019|A_/_H4N6;EPI_ISL_4071220;A/Mallard_(Anas_platyrhynchos)/South_Korea/KNU2019-42/2019;A / H4N6;Asia / South Korea;;;Mallard;2019-03-26;;;
>EPI_ISL_4072004|A/duck/Mongolia/MN18-1/2018|A_/_H3N6;EPI_ISL_4072004;A/duck/Mongolia/MN18-1/2018;A / H3N6;Asia / Mongolia;;;Duck;2018-09-10;;;
>EPI_ISL_4072140|A/spot-billed_duck/South_Korea/JB32-105/2019|A_/_H4N2;EPI_ISL_4072140;A/spot-billed_duck/South_Korea/JB32-105/2019;A / H4N2;Asia / South Korea;;;Host;2019-11-20;;;
>EPI_ISL_4808840|A/mallard/Denmark/12947-12/2020-10-26(H7N5)|A_/_H7N5;EPI_ISL_4808840;A/mallard/Denmark/12947-12/2020-10-26(H7N5);A / H7N5;Europe / Denmark / Region Sjaland / Naestved Kommune;;;Mallard;2020-10-26;;;
>EPI_ISL_502594|A/Anas_platyrhynchos/Belgium/10399/2018|A_/_H4N6;EPI_ISL_502594;A/Anas_platyrhynchos/Belgium/10399/2018;A / H4N6;Europe / Belgium;;;Anas platyrhynchos;2018-09-29;;;
>EPI_ISL_502596|A/Anas_platyrhynchos/Belgium/10749_47/2017|A_/_H5N3;EPI_ISL_502596;A/Anas_platyrhynchos/Belgium/10749_47/2017;A / H5N3;Europe / Belgium;;;Anas platyrhynchos;2017-08-29;;;
>EPI_ISL_502597|A/Anas_platyrhynchos/Belgium/11025_44/2017|A_/_H11N1;EPI_ISL_502597;A/Anas_platyrhynchos/Belgium/11025_44/2017;A / H11N1;Europe / Belgium;;;Anas platyrhynchos;2017-09-22;;;
>EPI_ISL_502598|A/Anas_platyrhynchos/Belgium/11026_11/2017|A_/_H11N9;EPI_ISL_502598;A/Anas_platyrhynchos/Belgium/11026_11/2017;A / H11N9;Europe / Belgium;;;Anas platyrhynchos;2017-09-30;;;
>EPI_ISL_502599|A/Anas_platyrhynchos/Belgium/11027_19/2017|A_/_H3N8;EPI_ISL_502599;A/Anas_platyrhynchos/Belgium/11027_19/2017;A / H3N8;Europe / Belgium;;;Anas platyrhynchos;2017-10-04;;;
